video_id,title,published_at,views,likes,comments
namxFYD28hg,"ChatGPT வைத்து மாதம் Rs.84,000/- வரை சம்பாதிக்கலாம் 🤯🤑 | How I Made Rs.84,000/Month Using ChatGPT",2023-04-01T11:15:10Z,893381,42462,1958
GejSTOogCjg,Amazon-லிருந்து வந்த செங்கல் 😲🤦‍♂️ | Fake Amazon Delivery? What Happened Next?,2023-03-31T10:23:03Z,571849,52353,74
Y12VmPjNTcI,அமெரிக்கா-வை ஏமாற்றிய Mario Game 😱😱! Video Game Scammed USA! | History of Super Mario 2 | #mrkk #gta,2023-03-30T11:00:17Z,63016,5674,132
HqU8Hpn-REI,Resident evil 4 Remake Review in Tamil | KK's REVIEW | #mrkk #gaming #gta,2023-03-28T10:52:56Z,75217,7324,334
bZ6zXymq2NI,Building PC with @SimplySarath  | Horror PC Build - Haunted Bunglow,2023-03-26T06:00:21Z,323675,20221,667
Tx1pVHzvoXE,Windows 11 Vs AMMA Laptop with 2GB RAM | Windows 11 Lite Version for Low-End PC's | A2D Basics,2023-03-23T11:00:19Z,332815,12202,637
co7tUNm4Xv0,கிறுக்கல் To Website Code using ChatGPT😲 | ChatGPT on RED-CHIP 😡 | GPT 3 Vs GPT 4,2023-03-21T11:00:32Z,183902,9971,404
uSnQnKtRCK0,GTA San Andreas Tamil Nadu! 😲😱  San Andreas-யில் ஆட்டோ ஒட்டிய KK! #gta #mrkk #gaming,2023-03-19T06:18:10Z,278457,20373,618
kTavmjMmRKY,Top Censored Games in Tamil Part 3 | Best Banned and Censored Games Tamil Part 3 #gta #gaming #mrkk,2023-03-17T11:07:53Z,156645,11833,203
N3UpmWuUzD8,Repairing My MOM's MI Mobile😱 | Repairing Dead Mobile💀 | Redmi Mobile Repair in Tamil,2023-03-14T11:00:16Z,308350,30294,911
n4V__5vxS7Q,Watch Before It's Deleted | இலவச Cloud Storage 100% Working | அனைத்து Files-யும் Youtube-ல் ஏற்றலாம்,2023-03-12T06:00:09Z,377561,26667,825
sdCRJYJkWNM,Rise and Fall of Temple Run in Tamil | Kuriyidu KandhaSami #templerun #temple #mrkk #android,2023-03-11T10:32:47Z,164609,18126,546
GDXEpwKs8XI,எரிந்த PC-யை சரி செய்தேன்🔥🔥🔥 | Repairing Subscribers PC | En PC Ku Enna Achi???,2023-03-09T11:00:09Z,260003,17330,446
VIjJ1CbGMrI,காணமல் போன Companies | Worst Company Disasters! #mrkk #gta #nokia,2023-03-07T11:00:31Z,101158,8661,247
wPqZ8Zogog8,வெடிக்கும் ஆபத்து😱🤬 | Apple Watch Ultra Scam Exposed | Don't Buy😑 Don't Promote🤬 | Tech Uruttu,2023-03-05T06:15:09Z,660159,31627,968
UWq8ixNQHqw,Zombie-யிடம் கடி வாங்கிய @TempleMonkeys  Vijay Amirtharaj | PC Doc Vs Vijay Varadharaj,2023-03-04T11:00:08Z,263538,15629,336
kcrfkC9odSE,Apple Watch-ம் Ganesha-ம் | Apple Watch for Rs.2999/ Only | Fake Watch Vs Ganesha | ஏன் டா கணேசா?,2023-03-04T08:21:29Z,1761656,146756,320
ToJV-WL5tnA,Apple MacBook M2 Vs 100K Gaming PC! | Apple M2 Vs 100K PC Build | எது Worth-Uh???,2023-03-02T11:00:25Z,203416,11908,667
kQ8x___lgno,Repairing Subscribers PC | Graphics Card Repair Tamil | Repairing RTX 2080 Ti #shorts #repair,2023-03-01T11:44:43Z,1588200,121195,420
Bnn51-sIj_M,Dark History of Playstation 😱! | History of Playstation | Nintendo vs Playstation #mrkk #gta #ps4,2023-02-28T11:00:16Z,127840,11427,429
Ztnme4QzfkE,Hacker-ஆக மாறிய PC Doc | Hacking Password With Gaming PC | Is Your Passwords are Safe?,2023-02-26T06:00:09Z,195535,16498,783
epBv6CGvoxI,How Google & Facebook Passwords Hacked | How Password stores in a website #techshorts,2023-02-25T11:15:16Z,164961,14325,59
Muu8vlie3tU,RAM-அதிகமா இருந்தா SPEED-அதிகமா இருக்குமா? | 8GB Vs 16GB Vs 32GB Vs 64GB Vs 128GB RAM | Tech Uruttu,2023-02-23T11:15:11Z,378076,22891,945
36otkGHg_dg,GTA Vice City PC Vs Mobile BIG COMPARISON Tamil | Which one is the best? | Mobile vs PC | A2D,2023-02-21T12:00:03Z,175544,14030,526
udhtswFhBfE,Top 10 Best Tamilnadu Government Laptop Games Part - 5 | Amma Laptop Games Part 5 | #gta #gaming,2023-02-19T06:00:10Z,272958,20513,767
-mQtSFdVRUY,"Rs.1,20,000/- Editing PC Build 2023 Tamil | Intel Editing PC Build | Build Ur Own PC",2023-02-18T11:30:07Z,268514,12369,459
5fkE3Ifvy_k,இத பார்க்கலனா PC வெடிக்குமா? | NVIDIA 12-PIN Burning Issue 🔥😲,2023-02-17T10:59:57Z,178237,20852,60
hvrS9I3nMOA,"How Much Rupees Spent to Make a ""CPU CHIP"" | பெரிய Honda Activa Vs குட்டி Processor Chip -TechUruttu",2023-02-16T11:00:26Z,188438,11396,320
Ct3sKfChevM,காதலால் காணாமல் போன Games! (Heroes) ❤ | Love failure Video Game Heroes 😭 #mrkk #gta,2023-02-14T11:00:09Z,95550,8560,303
1Qz_bR7bQaE,ChatGPT-ஆல் வேலை போகுமா? | ChatGPT உருட்டுகள் Explained | Google Vs ChatGPT,2023-02-12T06:00:09Z,181256,11348,490
qtLP4KhPjgo,Mobile-வைத்து PC-யை Recover செய்வது எப்படி? | How To Recover OS Crashed PC Using Mobile | A2D Basics,2023-02-10T11:00:43Z,85338,7480,453
V8Uq0swQ4Ss,உண்மை சம்பவங்களை தழுவி எடுக்கப்பட்ட Games! | Real Event Based Games #mrkk #gaming #gta,2023-02-08T11:00:27Z,104276,10960,283
SFw-5kpRJb0,A2D-யை ஏமாற்றிய வடக்கு நண்பர்! | PC-Doc's Mobile Repair,2023-02-05T06:00:09Z,419290,21372,560
Z8A62-jy36Q,Xerox-யில் திருடிய ஆப்பில் & Microsoft! | Apple Steve Jobs stole from Xerox | Rise and Fall of Xerox,2023-02-03T11:32:28Z,77291,6052,351
JOkKsd2thuk,A2D VS YOUTUBE | மரியாதையா இருந்துக்கோ !!!👿 | YouTube New Rules 2023,2023-02-02T11:15:07Z,325529,20596,747
liqq-LxlFrw,GTA VICE CITY -யில் கொடுரமான Helicopter ஓட்டும் KK | GTA VC HELICOPTER CHALLENGE #mrkk #gta,2023-01-31T11:00:34Z,82841,8579,704
y-qoug4lvgg,"MI Asked Rs.38,000 /-To Repair, But Repaired just with Rs.5/- | MI 55"" TV Repair With Vadakku Nanbar",2023-01-29T06:00:08Z,998280,32295,1305
BX1zCceIL8s,NZXT SENT HUGE BOX | NZXT H5 FLOW Cabinet | Gaming PC Build,2023-01-28T10:25:07Z,366180,35706,78
npsXfnmCeHI,How Password Stored & Protected? | How Hackers Hack Password? | Can Website Owners See Our Password?,2023-01-27T11:25:41Z,109718,9351,452
TMOUZ_-b8_w,"LAN Cable Rs.15,000/- யா??? | 10Gbps Network Speed | 10Gb/s Networking #tech #networking #techshorts",2023-01-26T06:00:17Z,1726325,130478,221
uxgu2r3e68Q,ஒவியம் வரையும் Computer | MidJourney (A.I. Art) Explained in Tamil | Artificial Intelligence Art,2023-01-25T11:30:30Z,84938,6763,234
lRnwIoQtg-k,Intel Vs AMD Rasipalan 2023 | AMD Vs Intel Timeline Explained | Who Won The Battle?,2023-01-22T10:01:44Z,241336,22851,1962
EUcQtFSRfaM,சிறந்த ROCKSTAR Mobile Games | top 3 Rockstar Mobile games #mrkk #gta,2023-01-21T11:40:57Z,337756,33043,128
g8VXOrfLocU,Apple M2 Pro & M2 Max வாங்கலாமா ? | 60K MAC Desktop | New Mac Book Pro,2023-01-20T11:33:06Z,125385,6854,290
03JuL13COvE,GTA San Andreas கொடூர Hard ஆன Missions | GTA San Andreas Hard Missions #gta #gtasanandreas  #mrkk,2023-01-19T12:30:09Z,314060,30433,1143
m5cbkAG2SDs,அழிந்து வரும் Video Games | fall of AAA Games Explained in tamil #mrkk #gta5 #gaming,2023-01-17T11:06:08Z,143638,11017,503
_Zc8QtfS9qY,REVIEWING YouTuber's PC SETUP @irfansview1 @tamilgaming @V2KPhotography @metamonkeystv @PlipPlip,2023-01-15T06:00:08Z,702043,37591,1412
Cx91gOEOLOQ,காணாமல் போன Playstation Game Center in Tamil | 90's & 2K Game Center Fall #mrkk #gta,2023-01-13T12:00:07Z,163029,13848,1123
6SwYonla5dQ,"INSTAGRAM-க்கு ஆப்பு ? 😱 | How ""BeReal"" Works ? |  PC-Doc's ""BeReal"" Experience! 😑",2023-01-11T11:01:45Z,110058,8203,201
C2Ua3b32UOw,Infinix Laptop-யை சுற்றி நடக்கும் நாடகம் | Infinix Laptop Worth-ah?,2023-01-08T10:15:09Z,373758,18410,1080
rDQADuDheWQ,Infinix Laptop-ல அப்படி என்ன இருக்கு? | So Called Review or Fake Review? #laptop #uruttu,2023-01-07T13:17:38Z,491219,45093,266
N616BughuGM,வேறமாறி Thalapathy Game Review | Sarkar Infinite Game Review | #varisu #mrkk,2023-01-07T11:30:17Z,79270,8251,349
KNi9NsO541w,"Rs.25,000/- Gaming & Editing PC BUILD? | BEST Budget Gaming & Editing PC? | Build Ur Own PC",2023-01-05T11:28:29Z,651372,24267,766
CSTHDSsi6WI,New Year Gift from AMD #amd #gift #newyear,2023-01-04T11:00:09Z,340116,36005,54
j5OrQv9NUEg,Hacker-ஆக முதல் தேவை😲 | Must Know Windows Commands | A2D Basics,2023-01-03T11:04:04Z,193505,13640,726
95ViuunFDYo,இது தான் இந்திய GTA | Mumbai Gullies VS GTA V Explained in Tamil | #mrkk #gta5 #gta,2023-01-01T06:00:08Z,159393,18457,432
8WypntL70vM,"Rs.3,00,000/- ALL ASUS ROG PC BUILD | Intel i9 13900K + AMD 7900 XT  | A2D X @ROGIndia.official",2022-12-31T11:00:05Z,381153,19101,418
qcVLAf_IAx0,விசித்திரமான Graphics Card | Inno3D Sent Liquid Cooled RTX 4080 Exclusively #tech #pcgaming,2022-12-30T11:13:58Z,448281,45385,121
kzf1SUVwOKY,GTA Vice City கொடூர Hard ஆன Missions | GTA Vice City Hard Missions #gta #gtavicecity #mrkk,2022-12-29T11:30:19Z,268631,26753,1499
2JHFPxo8zSg,Delete ஆன Files-யை Recover செய்ய முடியுமா? | Recovering KKs Secret Files | Recover Deleted Files,2022-12-28T11:00:01Z,449756,21040,893
egP0VcpfWFg,Microsoft-ஆல் மறைக்கபட்ட Windows Tools & Tricks | Windows PowerToys Explained - A2D Basics,2022-12-25T07:06:22Z,118258,8580,365
ICwUwRfC29I,Best 2023 Upcoming Games in Tamil | Endra Shanmugam | A2D Channel,2022-12-24T12:31:23Z,107252,7646,460
m3ntDjrSX6E,VR-ல் PC BUILD செய்த கணேசா😮 | A2D X @AORUSIndia PC BUILD | All AORUS PC BUILD 🔥,2022-12-23T11:00:27Z,198214,11834,285
OwbBH8FQyNU,அந்த மாரி VR Game-யை தேடிய Ganesha | Playing PC VR Wirelessly With WiFi 6 #tech #gaming,2022-12-21T10:00:11Z,491880,46859,135
2j5ibkBHtJQ,JioCloud Gaming Review + Explained | Mobile-ல் GTA 5 விளையாட முடியுமா? | PC Doc's Revie,2022-12-18T06:00:02Z,239733,14235,427
jWYUPr6jUrg,Award வாங்கிய Games 2022 | Game Awards 2022 Explained in tamil #mrkk #gaming,2022-12-17T12:00:22Z,68982,7564,343
4Smk6AoUjKU,இரண்டு Internet Connection ஒரே வீட்டுக்கு | Dual Broadband Internet for Single Home or Office,2022-12-17T10:00:02Z,1646772,116085,749
CDB_zsGvOgw,Delivering Water Cooled Gaming PC To Pondicherry - A2D Travel Vlogs | A2D Courier Service😂,2022-12-16T11:00:15Z,118802,7453,171
DcjPcxchrog,God of War Ragnarok -ன் குறியீடுகள் | God of War Ragnarök easter eggs & secrets in tamil #godofwar,2022-12-15T12:15:00Z,76103,8484,350
O63TjJj6WcY,Why MetaVerse = Nothing? | Truth Behind MetaVerse | MetaVerse Scam,2022-12-14T11:00:24Z,184516,9236,374
kteu3YMUVDY,கேவலமான Apple Products | Worst Failure Apple Products Explained in tamil | Endra Shanmugam #a2d,2022-12-11T06:00:17Z,92243,7064,332
XekZfwUAziw,GAME-விளையாடினா 28% TAX-ஆ? | Real Gaming Vs Uruttu Gaming | Online Rummy Vs PC Games,2022-12-09T11:00:30Z,98508,9283,718
jkaaMsLp-Fs,Jio Release செய்த Cloud Gaming Service | Play PC Games On Mobile #jio #jiogames #tech,2022-12-08T12:05:28Z,393483,34397,138
tSocQPwYFis,பாலில் செய்த 5 லட்சம் கொழுக் மொழுக் PC | Milk Cooled Gaming/Productivity PC😂🤣,2022-12-07T11:00:26Z,230328,21770,421
-MMVuPFx8Cw,OVERCLOCK செய்து PC-ன் வேகத்தை அதிகரிப்பது எப்படி? | How To OverClock CPU | 5.4GHz All Core 7950X🔥,2022-12-04T06:00:00Z,133172,9627,404
Z7vakEUnpTg,GTA San Andreas உண்மை சம்பவங்கள் | GTA: San Andreas Real Story Explained In Tamil #mrkk #gta #gta5,2022-12-02T11:43:44Z,138024,15926,434
nVOz0zlBETo,ஏன் IT வேலைய விட்டு தூக்குறாங்க? | IT Freshers என்ன செய்ய வேண்டும்? | RECESSION 2023 Explained,2022-11-30T10:55:11Z,107566,8384,480
XZqC7x23EGI,ஒரே PC-ல் இரண்டு OS போடுவது எப்படி? | Windows and Linux Ubuntu in Single PC | A2D Basics,2022-11-29T11:04:37Z,306982,12747,928
9oh0S4arC54,GPU மழையில் PC DOC | AMD Sent All New GPUs | A2D-ன் GPU கடை,2022-11-27T06:00:07Z,75017,6532,377
5WctelNaQqo,காணாமல் போன Google Apps | Top Google Dropped Projects | Endra Shanmugam #mrkk #tech,2022-11-26T11:48:42Z,89531,7269,261
5IfxrapmJfU,God of war Ragnarok Review in Tamil | KK's REVIEW | A2D Channel #mrkk #gaming,2022-11-24T11:00:03Z,102788,12937,701
2iRuCA-7k0A,"ரூ.500,000/- Water Cooled Workstation PC Tamil | Ryzen 9 7950x X RTX 4090 Water Cooled PC - Tamil",2022-11-22T11:11:15Z,233606,13381,322
cWpC9_5qOA0,PC Game-யை காப்பி அடித்த Mobile Games! 😱 | Mobile Game Copied PC Games Explained Tamil |  #pcgaming,2022-11-20T06:00:15Z,114329,10629,717
3dsWhsuJdPI,மிக பெரிய பிரச்சனை - Must Watch | iPhone X YouTube X Telegram SCAM 2022,2022-11-17T10:53:38Z,127645,10973,660
IfPeroeuiYw,Google Dead on Gaming 💀 | Rise And Fall Google Stadia Explained in tamil | #mrkk #gaming,2022-11-15T11:00:23Z,78861,5956,232
1USl5IsbPWs,Jio Book-குல்ல ஒன்னும் இல்ல | Don't Buy Jio Book | 🔥JIOBOOK ROAST🔥,2022-11-13T06:00:01Z,636551,32492,1717
jPU_KiZrtRU,8K GAMING Experience in Tamil | 8K-ல Games வேற மாறி | RTX 4090 8K Gaming Tamil,2022-11-11T10:54:09Z,229929,14498,336
RD2uUBO7w9I,Jio Book-ஆ இல்ல செங்கல்லா? | So Called Laptop from Jio #jio #jiobook #pcbuild #laptop,2022-11-11T10:00:15Z,9471967,587738,872
Ng4cU6fs-q4,3-மணி நேரத்தில் BUILD செய்த PC | 3-Lakh AMD Ryzen 9 7950X + 3080 PC | 3-Hour PC BUILD Challenge,2022-11-08T11:00:28Z,144404,8844,250
vWNFNQXd9FQ,Most Dangerous Computer Viruses In The World in Tamil | Endra Shanmugam #mrkk,2022-11-06T06:00:27Z,90810,8541,447
1VN06cKbaVA,Graphics Card தேவை இல்லையா? | Gaming & Editing Without GPU in AMD 7000 Processors?,2022-11-04T11:00:01Z,65624,8548,342
FXEBz9Jj78s,"GOD OF WAR Ragnarok Leaked, Elon Musk Buy Twitter, GTA India Release | A News #mrkk",2022-11-02T11:30:06Z,85838,7681,329
cQ_8oNjiffc,November மாசம் NUT சாப்பிட கூடாதா? | AMD Sent Nuts On November #nonutnovember #nuts,2022-11-01T12:43:03Z,2057421,173971,1092
lGhP3QSYXLY,Mobile Doc-ஆக மாறிய PC Doc | Changing Mobile Display | Sister Broke Mobile Display 😥😱,2022-10-30T06:00:10Z,247982,18387,503
t0K9Un9i4_M,ANIME VS CARTOON Explained in Tamil | Different between anime and cartoon #mrkk #a2d #anime,2022-10-29T12:08:16Z,168863,14088,845
Yqz6_yzY4xU,INNO3D அனுப்பிய தீபாவளி பரிசு 🎁🎆 | Inno3D Sent Diwali GIFT  #tech #pcbuild,2022-10-28T11:53:20Z,233702,25110,107
_u66sEGFhIA,"இனி MINING பண்ண முடியாது | ETH 2.0, ETHEREUM MERGE EXPLAINED | CRYPTO MINING BANNED",2022-10-27T11:00:18Z,300756,13201,484
husYSDENRXQ,China-விலிருந்து வந்த GPU WaterBlock | Water Cooled PC Build #pctips #pcbuild,2022-10-25T06:24:22Z,2161224,159321,274
ukU3Qog-3oI,5G Vs Fibre BroadBand | Which is Better? | Akku Veru Aani Veru,2022-10-24T06:00:15Z,170177,14850,523
8ev6Npu3YLs,MetaVerse-ல் சிக்கிய KK! காப்பற்றிய PC DOC | MetaVerse Package From America! | Quest 2's EYE Pain😱,2022-10-23T07:23:22Z,212620,12582,351
P8hDymI3BkA,இந்தியா அடுத்த China ஆகுமா? | Why India Is Next China! | Akku Veru Aani Veru,2022-10-20T11:00:25Z,121561,9976,451
fQTJItYWgKA,GTA 6 Trailer | Chutti TV Banned | Cartoon Network Banned | Gaming News Tamil | A2D News #mrkk,2022-10-18T11:39:35Z,194443,11270,363
xeCmrBydV4c,"PC DOC-க்கு நாமம் போட்ட ""AIR INDIA"" ✈ | Air India Worst Experience😤",2022-10-16T10:12:36Z,195351,16412,988
bJPUjkZaQyg,ரூ.57-ஆயிரத்தில் வேற மாரியான RTX Gaming PC BUILD Tamil | Intel Budget Gaming PC BUILD,2022-10-15T11:53:35Z,408563,27472,1391
-k7koK-kHbk,50 ரூபாய்க்கு சிக்கன் பிரியாணி | KK Nagar CJ! Epi 01 #a2d #foodvlog #foodvlogs #mrkk #gaming #gta,2022-10-14T11:46:44Z,141017,14764,105
kdXkvXX7s3c,காணாமல் போன SIM Card Companies 😱 | Mobile Network Operators That Don't Exist Anymore #mrkk #airtel,2022-10-13T11:00:32Z,166841,11674,855
BrZXVMe85dU,Who is God of war Kratos? | History Of Kratos In Tamil | Full Story of Kratos in Tamil #mrkk,2022-10-11T11:00:06Z,91359,9307,517
Gx9X-s4O0IA,PC-ல தண்ணிய ஊத்தியாச்சி😱💦 | Bending Water Pipes | PC Doc as Plumber😅 | Custom Loop Final Episode,2022-10-09T06:00:04Z,161415,11663,354
LJF86u6bAa8,Release-க்கு முன்பே RTX 4090 Unboxing | India's First RTX 4090 Unboxing,2022-10-08T11:10:45Z,74188,14556,455
-cuj8UUdl_I,ASUS அனுப்பிய 1.2 Lakhs குட்டி Laptop | Asus Zenbook OLED Laptop Review | PC Doc's Review,2022-10-06T11:00:01Z,87079,5796,305
8n5A5EZIAuc,பல்லாவரம் சந்தையில் SMPS வாங்கிய கணேசா | SMPS from Pallavaram Sandhai #techshorts #tech #pcbuild,2022-10-04T11:00:08Z,3043898,217171,253
F__QjfxbMQs,History of Game Cheat Codes Explained in Tamil | Kuriyidu Kandhasamy | A2D Channel,2022-10-04T06:00:02Z,104109,9553,345
XUQ-tQLYJ0A,தண்ணி-யில் Computer Cooling 💦💧 | Water Cooled PC Build - தமிழ் | Custom Loop Ep.03,2022-10-02T06:00:06Z,146009,8952,283
dP7qPUuzn2s,இந்த Laptop 1.5Lakh-ஆ? | Asus Zenbook OLED Laptop #techshorts #tech,2022-10-01T11:00:20Z,733215,49929,101
cvIq9s7AYlI,GTA 6 Hacker Arrested😲| Intel 13th Gen Processors | PUBG Mobile Banned Again 🤐| A NEWS,2022-09-30T12:30:18Z,94726,9629,404
KSDAykgm5qw,சிறந்த Top Play Station 2 Games Part - 2 | Best PS2 Games in tamil | A2D Channel | Endra Shanmugam,2022-09-29T11:00:10Z,91222,6713,437
NwaOCKudofk,AMD-ன் INTEL மாதிரியான Processor | AMD-ன் Ryzen 7000 Series Processor வந்தாச்சு-First 5nm Processor,2022-09-28T11:41:45Z,69086,6492,254
QOPuOIhCumI,Pepsi தயாரித்த முரட்டு Game😲😱! | Pepsi Produced Amazing Game | Kuriyidu Kanthasamy,2022-09-27T11:00:21Z,102118,7424,243
AJYP7-UL2IA,Designing Next iPhone | Making iPhone at Home | DIY iPhone #shorts #a2d #techshorts,2022-09-26T12:23:29Z,3181191,256176,664
3ixdd9h8v2o,Graphics Card-அ பிரிச்சிட்டோம்😢 | Water Cooling Graphics Card💧 | Custom Loop Series Ep-02,2022-09-25T06:00:00Z,86717,7150,276
PukV3_1z52w,Laptop-யை சரி செய்த கணேசா | Ganesha Fixed his Friend's Laptop #techshorts #laptop,2022-09-24T12:00:15Z,1623557,139348,233
SZWSBdIPg9U,Gamers-யை ஏமாற்றிய NVIDIA | RTX 4000 Explained | Mining இனி கிடையாது | ETH 2.0 | A News,2022-09-22T11:52:22Z,69586,5796,327
xqnV3xkCXyo,GTA 6 Leaked 😱 Explained in Tamil | GTA 6 LEAKED GAMEPLAY FOOTAGE Explained in Tamil | A2D Channel,2022-09-20T13:01:40Z,171178,12928,409
HclnB1DurBU,"China-விலிருந்து Rs.99,xxx/- க்கு மர்ம பொருள் | Water-Cooled PC Build | Custom Loop Ep 01",2022-09-18T06:00:04Z,120197,8847,279
eEosOujF_c8,எல்லா FILE-ம் ஒன்னு தானா? | What File Actually Is? | Akku Veru Aani Veru,2022-09-16T11:04:57Z,62053,7163,342
IWhnIF6YfZk,CUSTOM LOOP SERIES | Water Cooled PC,2022-09-15T10:56:41Z,41926,4694,183
VNcyicKjhRk,Rise and Fall of Windows Mobiles in Tamil | Why Windows Phone Failed in Tamil | A2D Channel,2022-09-14T11:00:18Z,115613,8108,526
aLmyQv1YEJg,A2D STUDIO TOUR - *GOLD* Play Button 🥇 Unboxing,2022-09-11T06:00:01Z,141282,16740,424
r-bHrBolJE8,ஜோக்கரை கொலை செய்த Super-man! ஏன்? | Injustice 1 Game Story Explained in Tamil கதை விளக்கம் #mrkk,2022-09-09T12:30:16Z,57703,4984,211
DvwRq03FMMg,God of war Game in Mobie | PPSSPP Emulator Scam | How to Play PSP Games In Mobile? | A2D Channel,2022-09-06T11:00:06Z,234895,14095,569
hgcCqWoT-5g,Chrome OS in AMMA Laptop | அம்மா Laptop-ல் Chrome OS | Free Google OS | A2D Basics,2022-09-04T06:00:09Z,267260,24096,857
BZJ2s_joXa8,Is Intel Dead? | AMD's 7000 Series 5nm Processors Explained | AM5 Socket,2022-09-01T11:09:00Z,86224,7050,370
SBrATKI6eDA,GTA 5-யில் பிள்ளையார்! 😱 | பிள்ளையார் Video Games இருக்காரா? 😱😱 #mrkk #a2d #a2darmy #gta5,2022-08-31T05:14:03Z,147912,22375,157
5BlrTh4Xgt8,GTA 5 ஆடினால் கைதா? | What is Game Piracy Explained In Tamil | Kuriyidu Kanthasamy | #mrkk  #a2d,2022-08-30T11:00:02Z,184910,15023,1040
lopyya-7YiM,AMD-ன் புது Ryzen 7000 Series Processors | AMD 7000 Series Processors Announced #tech #amd,2022-08-30T08:33:56Z,202719,18944,223
nV6hTJH0gU8,Liquid Cooler Scam? | Tearing Down Liquid Cooler | TRUTH REVEALED!😱,2022-08-28T06:00:11Z,135546,18013,1302
i9YdGh2g-RM,A2D-ன் SERVER & INTRANET SETUP | *So Called Office Tour* | How We Manage Our Local NETWORK,2022-08-25T10:30:16Z,165278,10244,332
2bLcbG80CQU,"வடக்கு நண்பர் அனுப்பிய ""WORKSTATION""",2022-08-21T06:00:00Z,138599,11214,498
vPFEbZmldek,GTA Vice City BEST MOD | Kuriyidu KandhaSami | A2D Channel,2022-08-19T11:00:39Z,260810,16926,646
bpWKHN5XMZk,A2D Office-க்கு வந்த அதிநவீன JoyStick | Android JoyStick KK Unboxing #shorts #techshorts shorts,2022-08-17T08:20:22Z,543917,53688,183
FDL3qdvtbUI,VLC BANNED in INDIA? 🤯| Chinese Phones Ban? | Gaming Companies Wrote Letter to PM Narendra Modi,2022-08-16T11:25:18Z,151132,10715,659
T6jZwyrCWyg,Tamil Easter Eggs in Video Games Part - 3 | INDIAN References in Games Part - 3 | A2D Channel #mrkk,2022-08-15T12:16:20Z,89142,8022,353
p1Jmvhkye88,128TB Server செய்வது எப்படி? | ProxMox X TrueNas Server Build in Tamil | A2D BASICS - ADVANCED🔥,2022-08-14T06:00:12Z,114282,6932,325
rfv0JSyAdqk,Red Dead Redemption 2-ன் குறியீடுகள் ரகசியங்களும் | Red Dead Redemption 2 Easter Eggs & Secrets A2D,2022-08-12T13:00:36Z,119272,17008,462
oEbZUFvkE0I,MotherBoard-யை நாசம் செய்த Ganesha! | என் பேரு கணேசா Ep 03,2022-08-11T07:30:06Z,268445,22383,74
zk2Xi-PkieE,0 & 1-யை ஏன் பயன்படுத்துகிறோம் | Why We Use 0's & 1's? | Akku veru Aani veru,2022-08-09T12:34:17Z,97537,16061,1102
KhjAuiwdjmk,"How to Repair BIOS Corrupted Motherboard Manually | Flashing ""BIOS CHIP"" Manually | A2D Basics",2022-08-07T06:00:04Z,356781,20115,651
ZakwtV8TaD4,"BGMI Banned 🤯, GTA 6 Female HERO😱, Free Games CD 🤣🤣, Bully Remake Trailer! | A News",2022-08-05T12:49:22Z,105202,10247,353
zxXpl9hT5Cs,ஒரு Game Developer-ன் சோக கதை 😭😭! | Flappy Bird Sad History in Tamil | A2D Channel #mrkk,2022-08-04T11:00:30Z,108187,8639,251
eN5xmWiun58,குழி தோண்டி புதைக்க பட்ட Game!😱😰 | Atari Landfill Myth | #gamingshorts #gamingmystery #a2darmy #mrkk,2022-08-02T12:53:11Z,193639,19683,84
Vu4Svh-1vxQ,Liquid Cooler Scam | என்ன ரங்கா நியாயமா இது? | Silverstone PF240 Scam Exposed,2022-07-31T07:00:08Z,105731,16148,1884
woFOLAq33TM,"Gigabyte அனுப்பிய Rs.80K Worth Monitor | Gigabyte 32"" 4K 144Hz sRGB + DCI-P3 HDR Monitor Review",2022-07-30T11:00:35Z,138787,9526,382
HaRkemJhZgA,Top 10 Best Tamilnadu Government Laptop Games Part - 4 | Amma Laptop Games Part 4 | Endra Shanmugam,2022-07-28T13:30:25Z,151818,12033,633
Cz-WVPIWcwM,GTA 4 The Ballad of Gay Tony Game Story Explained in Tamil கதை விளக்கம் | #mrkk Mr.KK,2022-07-24T11:00:14Z,69863,7051,434
Wfn9QYjbcdU,Pick Pocket அடித்த கணேசா😱 | கணேசா-வும் VR Headset-ம் #shorts #a2darmy,2022-07-22T10:30:13Z,1879412,179894,115
90W0Qf1VdgE,Meta Quest 2 - 6 Months Review | Mark Zuckerberg-செய்த வேலை என்ன? | இது Worth-ஆ?,2022-07-20T11:00:09Z,228890,11262,479
95opCTLe8mg,Nokia-வின் Gaming Console 😲🤯 | Nokia-வின் Gaming Mobile! | Rise and Fall Of Nokia N-Gage!,2022-07-17T11:30:14Z,136488,10061,498
ukHD73A3n2k,Disk Usage 100% - யை எப்படி சரி செய்வது? | How to FIX Disk Usage 100% Issue? | A2DBasics,2022-07-14T11:00:14Z,304155,14412,1084
3Jx-FmqkbRo,"GTA IV Cancelled?🤯,  Release- ஆகும் Kratos!, கோடியில் மழையில் குடும்பங்கள் கொண்டாடும் Game🤯😲| A News",2022-07-12T13:00:14Z,78827,7935,335
g1s5gmUL0c8,Top 6 Best Ben 10 Games! (தமிழ்) | Best Ben 10 Game in Mobile | Endra Shanmugam,2022-07-10T06:15:13Z,208257,17161,361
UZE1wKSl-9Y,Storage Server Build in Tamil | 128TB Storage Server for Our Channel | A2D Basics,2022-07-07T11:30:13Z,219464,17576,459
